cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us1,kernelName1,err1,us2,kernelName2,err2,us,run_1stage,xbf16,flat,tflops,bw,_tag
256,8,4096,128,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,19.6623,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_bnt0,0.0%,13.4339,flydsl_moe2_afp4_wfp4_bf16_t32x256x128_atomic,0.0%,33.0962,0,0,0,8.36,24382.79,
256,16,4096,128,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,23.0923,moe_ck2stages_gemm1_64x32x32x128_1x1_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0%,17.7676,flydsl_moe2_afp4_wfp4_bf16_t32x256x128_atomic_bnt2,0.0%,40.8599,0,0,0,13.55,19752.27,
256,32,4096,128,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,31.1229,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w4,0.0%,24.4391,flydsl_moe2_afp4_wfp4_bf16_t32x256x128_reduce_persist,0.0%,55.562,0,0,0,19.93,14529.22,
256,64,4096,128,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,42.4364,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3,0.0%,32.4486,flydsl_moe2_afp4_wfp4_bf16_t32x256x128_atomic,0.0%,74.885,0,0,0,29.57,10785.41,
256,128,4096,128,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,50.2825,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w4,0.0%,37.3809,flydsl_moe2_afp4_wfp4_bf16_t32x256x128_atomic_bnt2_persist,0.0%,87.6634,0,0,0,50.52,9222.23,
256,256,4096,128,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,51.8229,flydsl_moe1_afp4_wfp4_bf16_t32x32x256_w4_fp4,0.8%,40.8877,flydsl_moe2_afp4_wfp4_bf16_t32x256x128_atomic_bnt2_persist,0.0%,92.7106,0,0,0,95.55,8737.13,
256,512,4096,128,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,57.3663,flydsl_moe1_afp4_wfp4_bf16_t32x32x256_w3_fp4,0.8%,49.6244,flydsl_moe2_afp4_wfp4_bf16_t32x128x128_atomic_bnt2_persist,0.0%,106.9907,0,0,0,165.59,7600.39,
256,1024,4096,128,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,65.0913,flydsl_moe1_afp4_wfp4_bf16_t32x32x256_w3,0.0%,70.4365,flydsl_moe2_afp4_wfp4_bf16_t32x256x128_reduce_persist,0.0%,135.5278,0,0,0,261.45,6046.45,
256,2048,4096,128,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,74.5208,flydsl_moe1_afp4_wfp4_bf16_t64x64x256_w4,0.0%,108.2683,flydsl_moe2_afp4_wfp4_bf16_t64x256x128_reduce_persist,0.0%,182.7891,0,0,0,387.7,4551.94,
256,4096,4096,128,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,81.9143,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w4_bnt0_xcd4,0.0%,195.6713,flydsl_moe2_afp4_wfp4_bf16_t32x256x128_reduce_persist_sbm64,0.0%,277.5856,0,0,0,510.6,3088.1,
256,8192,4096,128,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,121.5244,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3_bnt0_xcd4,0.0%,367.6659,flydsl_moe2_afp4_wfp4_bf16_t32x256x128_reduce_persist_sbm64,0.0%,489.1903,0,0,0,579.46,1855.19,
256,16384,4096,128,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,196.3378,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w4_bnt0_xcd4,0.0%,723.7574,flydsl_moe2_afp4_wfp4_bf16_t64x256x128_reduce,0.0%,920.0952,0,0,0,616.17,1095.76,
256,32768,4096,128,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,336.2632,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3_bnt0_xcd4,0.0%,1440.3712,flydsl_moe2_afp4_wfp4_bf16_t64x256x128_reduce_xcd4,0.0%,1776.6344,0,0,0,638.21,680.8,
